Ground Tracking ID Prefix	Express or Ground Tracking ID	Check Result
61290989	800521261387
61290989	800521264210
61290989	800521262841
61290989	800521264708
61290989	800521261806
61290989	800521259322
61290989	800521259834
61290989	800521260151
61290989	800521259865
61290989	800521260793
61290989	800521264418
61290989	800521261042
61290989	800521263978
61290989	800521265149
61290989	800521261493
61290989	800521258530
61290989	800521259346
61290989	800521260571
61290989	800521259711
61290989	800521259971
61290989	800521259568
61290989	800521259094
61290989	800521259650
61290989	800521261226
61290989	800521264128
61290989	800521258813
61290989	800521259681
61290989	800521259537
61290989	800521264647
61290989	800521258707
61290989	800521262162
61290989	800521263930
61290989	800521259247
61290989	800521263398
61290989	800521261639
61290989	800521260557
61290989	800521261110
61290989	800521263640
61290989	800521259452
61290989	800521260564
61290989	800521261578
61290989	800521261561
61290989	800521262131
61290989	800521262223
61290989	800521261783
61290989	800521259506
61290989	800521258844
61290989	800521259216
61290989	800521263718
61290989	800521263954
61290989	800521261271
61290989	800521264937
61290989	800521260083
61290989	800521259643
61290989	800521263916
61290989	800521259773
61290989	800521264876
61290989	800521258356
61290989	800521263909
61290989	800521260496
61290989	800521262568
61290989	800521264791
61290989	800521261066
61290989	800521259780
61290989	800521259698
61290989	800521264234
61290989	800521261547
61290989	800521258806
61290989	800521258431
61290989	800521260281
61290989	800521263800
61290989	800521260779
61290989	800521264203
61290989	800521262810
61290989	800521261875
61290989	800521260229
61290989	800521259476
61290989	800521259674
61290989	800521263701
61290989	800521259544
61290989	800521259889
61290989	800521264975
61290989	800521258684
61290989	800521263534
61290989	800521259001
61290989	800521258400
61290989	800521262803
61290989	800521261134
61290989	800521260915
61290989	800521258592
61290989	800521259827
61290989	800521258332
61290989	800521259032
61290989	800521263923
61290989	800521263503
61290989	800521259940
61290989	800521265088
61290989	800521259728
61290989	800521261790
61290989	800521264036
61290989	800521264142
61290989	800521258561
61290989	800521262261
61290989	800521264067
61290989	800521261011
61290989	800521262254
61290989	800521259438
61290989	800521258981
61290989	800521261974
61290989	800521260922
61290989	800521263824
61290989	800521258448
61290989	800521262384
61290989	800521259988
61290989	800521261417
61290989	800521258288
61290989	800521262759
61290989	800521262049
61290989	800521260113
61290989	800521260380
61290989	800521264920
61290989	800521264098
61290989	800521264678
61290989	800521264289
61290989	800521259155
61290989	800521264111
61290989	800521258257
61290989	800521264166
61290989	800521259483
61290989	800521258998
61290989	800521261189
61290989	800521264074
61290989	800521259315
61290989	800521261257
61290989	800521261752
61290989	800521262391
61290989	800521264807
61290989	800521260991
61290989	800521260632
61290989	800521258950
61290989	800521261714
61290989	800521259513
61290989	800521260328
61290989	800521259308
61290989	800521264197
61290989	800521260953
61290989	800521259209
61290989	800521260403
61290989	800521259704
61290989	800521262780
61290989	800521261516
61290989	800521259063
61290989	800521259469
61290989	800521259285
61290989	800521259490
61290989	800521264265
61290989	800521265194
61290989	800521258547
61290989	800521258608
61290989	800521264692
61290989	800521261660
61290989	800521262544
61290989	800521263466
61290989	800521258189
61290989	800521263817
61290989	800521263879
61290989	800521261059
61290989	800521264845
61290989	800521264173
61290989	800521260212
61290989	800521258585
61290989	800521260236
61290989	800521258486
61290989	800521259087
61290989	800521261585
61290989	800521263633
61290989	800521263596
61290989	800521259230
61290989	800521260625
61290989	800521264081
61290989	800521260021
61290989	800521261103
61290989	800521260977
61290989	800521259360
61290989	800521260243
61290989	800521258394
61290989	800521261608
61290989	800521258790
61290989	800521260267
61290989	800521260007
