Ground Tracking ID Prefix	Express or Ground Tracking ID
	394044602250
	392870400796
	392232314623
	392225848509
	394125498031
	392712630490
	393856128370
	394203942589
	394076382211
	394129130661
	394072170000
	392938410157
	392259672712
	394076623118
	394125102232
	394125498134
	394076778492
	394076620689
	392797182195
	394078034155
	394203943107
	394128653501
	394075170227
	394162484485
	394076623770
	394075286744
	393721794830
	394076623482
	392910310173
	394072379551
	394072179692
	394078291320
	393936722417
	392712594742
	392259656852
	394064540147
	392226017294
	393360795123
	392685645268
	394078147088
	392685636675
	392910397635
	394092807753
	392381770007
	394072150546
	394196204458
	394055335803
	394169068254
	394076820515
	394162425626
	394052010478
	392797419147
	392120302634
	393616924768
	394124231393
	392483162269
	394138001726
	394107485650
	392870404449
	394195297025
	393188175372
	393188178680
	393242385678
	394162469614
	393793277605
	393793274488
	394155492172
	394169048322
	394169347471
	394076820857
	394128558202
	394064507045
	392378847634
	394160412211
	392378849751
	392226030155
	392226013119
	393242387523
	394169174815
	394123156549
	392225896268
	392381770110
	392226026244
	394071998487
	392528742104
	392343200602
	394131574970
	394076788015
	392226039461
	392797420107
	392799114301
	392226038914
	392712596653
	394202798454
	394051956397
	393365403869
	392938432130
	394195312280
	394076624798
	394077065283
	392226023819
	394075226598
	392873173071
	393360842902
	392225843264
	394164519762
	392226036999
	392118332166
	393976963184
	394049765271
	394164521020
	394167055961
	394195285396
	392226016931
	392685621087
	392909837375
	393360842946
	393962857856
	393899771895
	394205000580
	392120297918
	392908517725
	393239072868
	394138000877
	394077063935
	392378847314
	392228636715
	394164520056
	394162298924
	394169443229
	394169056879
	394166470911
	392483161696
	394237703161
	392483165599
	392483163997
	394195094980
	392910308015
	392259650020
	394073792291
	392938430766
	392685609660
	394076780530
	392226015590
	394122955456
	392988440246
	393616927024
	394121580004
	393239071059
	394124387848
	392225854228
	392685607896
	392118400163
	394129102639
	394064527492
	393616926705
	392685610561
	394054467492
	392381778409
	392797143360
	392795944610
	392228629595
	394052070977
	394162427662
	394129083353
	392120306880
	392910310416
	394203965134
	394073726187
	392685639847
	394064523876
	394217418793
	392910311916
	392712593985
	394121148445
	393239075065
	393923453006
	393360794790
	392120305622
	392226038145
	394076821235
	393103668169
	392120306700
	392685608105
	392343200061
	394124465125
	392226014961
	392797145260
	393242384822
	392118423006
	394125880784
	392774722780
	392259670753
	394055353890
	392118400440
	394076985445
	394238156577
	394162475333
	393365404876
	394074132274
	392226030225
	393239070074
	394076778264
	392120296977
	394124089794
	392685610322
	394054501767
	393899742215
	392120300480
	392483164868
	393141699066
	392232324510
	392226011675
	392483164813
	392910641251
	394124093878
	392800012093
	393102998255
	392226016780
	394162582257
	393239072397
	393360783244
	394129083743
	392120308014
	394077006310
	393847349439
	393856129171
	392120307555
	394121458076
	392870411326
	394203941402
	392226029622
	394093307127
	394164520387
	394163288562
	394064542632
	392226028556
	392938409120
	392378844337
	394124091110
	392226025513
	394071921968
	394178604677
	392986477160
	392910307589
	394062025232
	392483169150
	392120292526
	393616927057
	392685643611
	394128558246
	393142377839
	392797418107
	392226023418
	394169078851
	394129147174
	392259662766
	392685625049
	392259676795
	392528741862
	394076648762
	392986490362
	392797158330
	392797421033
	392908544876
	392226029221
	393564191361
	394128557802
	394077068444
	394162473260
	392118370969
	394076620108
	394129146914
	393903373183
	394169425734
	394073740927
	394129106120
	392483163026
	392685622201
	394008996346
	394178643115
	394063707732
	392225846756
	394123394122
	394180714394
	394124510496
	392685639067
	394092610993
	394125566267
	394063704251
	394164369338
	394121199549
	392378846351
	394217450178
	393239067869
	393899761894
	394121524092
	392381772422
	392226014300
	394214193541
	393938339116
	393789457179
	392685639001
	392226040627
	393360783667
	392226012259
	393102998185
	394129130076
	392908516773
	394095000230
	394160909403
	394125051834
	394129106520
	392232325517
	392910641891
	394077809366
	393188182374
	394055326566
	394124091533
	392709706805
	394076660400
	394075266710
	392685609914
	392988455227
	394162588895
	392381771286
	392225842923
	392226029493
	392938408190
	392343211893
	392225855029
	394077064026
	392381770338
	394077069289
	394054494187
	393142086364
	394076783311
	392343201024
	392712628906
	394078290930
	394051955037
	394054494820
	394137936122
	393142151741
	392228639151
	392120298373
	394155492091
	394243061469
	394164516970
	393188179713
	393974902054
	394203939582
	394160380820
	394124090490
	394123712970
	392988439838
	394076381064
	394054483250
	393188179426
	392685609763
	394122742667
	394166804407
	392228643496
	394078303350
	394072280655
	394129095140
	394129071810
	393978246200
	394169354359
	393746944743
	392259673719
	392226028340
	392120305232
	393789785876
	392800010804
	392685609064
	392797156923
	394076390850
	394092212068
	392685612829
	394129066420
	392685610388
	392483164905
	394180989479
	393938254455
	394129146752
	394074141901
	392343211183
	394166490659
	393978587757
	392685613240
	394125526333
	392120301260
	394155492312
	393028799871
	394130432552
	392226014078
	394124194226
	392685637454
	392797170011
	394121868089
	392795944930
	392685624844
	394128742805
	394121122066
	394178605044
	392870408720
	392226030122
	394166739442
	392483163221
	392226012204
	392226039678
	393793273242
	394195284952
	394129095368
	394076620494
	394077794750
	394094965898
	394122043285
	392343199730
	392712598954
	392685642534
	394162438166
	394100670659
	392483163519
	394124187577
	394178608124
	394243120575
	393188176769
	392118387449
	392685624226
	392232328023
	392685620780
	392908517221
	394185979046
	392873174550
	394075285726
	394162576593
	394178607600
	393242385884
	392528740638
	393616926337
	392908543468
	394129065869
	394073589164
	392685626994
	392870409197
	394120515058
	394076384111
	392797421099
	394125970547
	392712596610
	394077398607
	394036029789
	394076784650
	392800011204
	394078230199
	392685612531
	392343207272
	394164052070
	392259656576
	392228643165
	392226015063
	393856130598
	392381777847
	394163288378
	394169428814
	394076623232
	394131671140
	392685613089
	394077166731
	392712594385
	393899769509
	393360807727
	392797169018
	394124091305
	394124089577
	394215065372
	394203943151
	392381773197
	392226016195
	392226015133
	393899748224
	392120299483
	392226037436
	392938430457
	392870409289
	394203940932
	392226014160
	392988469999
	392908517791
	392225895684
	394208037738
	392685609330
	392712630170
	392118400380
	392483163942
	394076388301
	392910641218
	394076785185
	392120310356
	392870396609
	394160410930
	394169299925
	394124401054
	394077064243
	393142830146
	392228631610
	392189365675
	394013992604
	393360806775
	392226037701
	392528742869
	392797169783
	394120716472
	394072738265
	392986475914
	392120299494
	392118400612
	394054456977
	394076382185
	392226015578
	392685644927
	394129130000
	392228642294
	392528740899
	392228636770
	392120298693
	393242386490
	394161315898
	392938431718
	392910640792
	394075682831
	392908545118
	393962857455
	392870395900
	392378849020
	392528743074
	393188186726
	393935656840
	392343198080
	394054540113
	394243013136
	393360794469
	392259658502
	392226027230
	392870398586
	394176936358
	393979187432
	394203938601
	392712596540
	393071121856
	393142829793
